reps,variety,Yield,id,ExG160317,ExG160323,ExG160328,ExG160329,ExG160331,ExG160414,ExG160419,ExG160421,ExG160425,ExG160504,ExG160510,ExG160512,ExG160516,ExG160523,ExG160524,ExG160525,ExG160609,ExG160616,ExG160622,sd160317,sd160323,sd160328,sd160329,sd160331,sd160414,sd160419,sd160421,sd160425,sd160504,sd160510,sd160512,sd160516,sd160523,sd160524,sd160525,sd160609,sd160616,sd160622
3,Shorouq,24.800000000000000,1,0.184300286615197,0.212171867416568,0.267786946662855,0.276263093900776,0.249748303358036,0.292384844323462,0.239311348611866,0.237218847812206,0.286076127816495,0.268685514679851,0.194773584848308,0.237835767664964,0.197107506580026,0.177566004569175,0.181226263879333,0.207251336248854,0.200210716534286,0.185374821073960,0.242349288261790,0.067434847880057,0.077672305575903,0.101452740452616,0.092964253848179,0.129250527188087,0.122466933738424,0.077782115156236,0.076538268984125,0.134201101457142,0.130026654127419,0.062269710218261,0.091903521974982,0.069447045520586,0.052069186092907,0.056114465945062,0.071115201009875,0.129317229515593,0.112711256542135,0.220924043643292
3,Mykonos,36.200000000000000,2,0.115628867104070,0.227994845855740,0.286108725056750,0.270454326789200,0.252797900123125,0.290093622401861,0.239401977043564,0.239005284446794,0.280962402285250,0.297282793605939,0.195810072474960,0.253881753813440,0.227475376794230,0.180240294769451,0.200381746150875,0.232118335262739,0.188563120047035,0.173324068335632,0.223464606561399,0.020569535545733,0.092164623865421,0.108719064401953,0.100301990969727,0.131868229533171,0.107009350512033,0.086692474487299,0.080488073383258,0.133207287255494,0.140960332803309,0.066116150963793,0.097900416720003,0.079242750861550,0.043871728300037,0.062428669002302,0.077124913995734,0.086790613819921,0.086038080349253,0.155766582595913
3,Rio Grande,10.800000000000000,3,0.205042522060186,0.219819193248599,0.245430670596955,0.270667158010352,0.242395946267739,0.293774034841971,0.248138970640413,0.240501969908698,0.279809560808884,0.281209870293699,0.195328063544733,0.235234345859577,0.212689615206831,0.174157536453474,0.194333930394481,0.204127285179772,0.182732958101715,0.187491914856420,0.252995229483051,0.071567794508286,0.096560177120770,0.116472855913172,0.129632717634183,0.120253866826792,0.126709622204629,0.098019433501161,0.090227721476346,0.156314243502432,0.143760327692423,0.072261217567188,0.098521492594114,0.084491604193343,0.051250055855530,0.064260785438491,0.072408273679371,0.092716138118860,0.145740641193568,0.187094643841633
3,Tam Hot-Ty,17.800000000000000,4,0.180063601720967,0.198697751992359,0.201452827930678,0.234691683624912,0.228539434151661,0.229306556780398,0.202726648208672,0.200916503536118,0.251477962482029,0.291517924237590,0.203124807650996,0.246276452689222,0.216518393397273,0.198459750408573,0.204861663705056,0.215784739033713,0.215289795880669,0.157565934309093,0.245322512727663,0.061676843915841,0.075062170783826,0.072561977462516,0.092719558017743,0.106510540162301,0.105963688034187,0.080709639668328,0.075891551666334,0.124211914910264,0.157824688261531,0.077207514405571,0.112102933449752,0.082293532417134,0.065291855873480,0.073464795364525,0.085168750533052,0.127837474280890,0.067642456263764,0.160151508217231
3,Rio Grande,38.799999999999900,5,0.163446739259915,0.221847538093677,0.305637790983887,0.319113942347531,0.270051057192774,0.282230538825379,0.262228176279170,0.241957662258604,0.310235567593495,0.321195696797538,0.214004564162197,0.271673343783337,0.229132552649461,0.187959567008224,0.223146130293460,0.234861107230201,0.181044633795172,0.159304056274009,0.165871039947219,0.058298284083610,0.091220441627058,0.118187474976271,0.131762261456458,0.139651052106932,0.100544156376910,0.097810796174210,0.082756111823020,0.144074866875648,0.160459509284797,0.092663584872364,0.112323861357537,0.086480068231176,0.058556367863196,0.079689055902224,0.086384019501059,0.083957740774432,0.067915956245505,0.072755693863925
3,SV8579TE,36.399999999999900,6,0.159559445245503,0.181960754263330,0.252421409776784,0.256525313841488,0.232250906663524,0.288491369507522,0.247969786357572,0.244538133739907,0.278442225717768,0.293828395036014,0.203469647854767,0.259838650169159,0.215707449139030,0.208452661933888,0.227715741454672,0.246620839536215,0.230984998494704,0.192452403816002,0.235234106485425,0.043843004837555,0.063242601698351,0.091927428319494,0.094146807069623,0.111580909936454,0.115849449958765,0.080210420869087,0.087992226897254,0.113344739644666,0.142078661621020,0.066594285724810,0.105477054842084,0.073508301194848,0.063581794243606,0.079488042374376,0.096092474927843,0.150336670646626,0.104264381110668,0.201573684525731
3,Rio Grande,1.400000000000000,7,0.186035463929325,0.190913395210542,0.273444619339183,0.278266034775601,0.296449017341536,0.276551820019957,0.214824911832354,0.216507718897206,0.235814708014950,0.220196149673666,0.153945094443742,0.205789516539574,0.170570853675391,0.157708956518123,0.172616854769800,0.187280557690604,0.173757480242081,0.186086823266448,0.202585466046546,0.063844402697516,0.066054404538990,0.105778608255991,0.113663741451106,0.191543553278331,0.115644991065141,0.080826502440106,0.101703307517671,0.121097272742350,0.107407360182327,0.046333364782460,0.083689053971858,0.056314239730469,0.053354224707031,0.067705327752810,0.073568450546050,0.104374330524768,0.116348424360434,0.154319826122034
3,Prunus,33.399999999999900,8,0.130524057350140,0.177230193544655,0.233519279944946,0.255827813090221,0.231068989537957,0.301802057811142,0.305128823967651,0.262922814123325,0.305735207003345,0.306065655027423,0.202252155280512,0.246939782285234,0.229448694168167,0.196805321950530,0.215830830621994,0.236678819743280,0.185536772579844,0.163809905092041,0.153510637845999,0.031561786127489,0.059069876840549,0.085602204434825,0.096475592221095,0.102721198773348,0.110973249654044,0.099197072618259,0.080973647401294,0.118376022861928,0.147699233961996,0.078062285770853,0.096744249394564,0.078612380983267,0.052631758585926,0.072604284521552,0.077174729572074,0.084397739605998,0.087717182176287,0.065469778584063
3,Seri,27.199999999999900,9,0.208723178584193,0.214772166028590,0.267827041270308,0.302694308574739,0.307718323638661,0.291095131532365,0.273784789634567,0.263702871228175,0.319595994876253,0.346617955588146,0.234252106387929,0.279267148374955,0.259584003378615,0.222861630919940,0.240571602541006,0.261016289883602,0.231056478907872,0.182411102045063,0.211001832237731,0.073525041072470,0.083911606137114,0.098676995174543,0.123352143006332,0.191484029105177,0.107533198494397,0.091264736494913,0.098962176509583,0.144749614690248,0.172180789601035,0.081888254365395,0.108658643617933,0.096038975102720,0.059289727897011,0.083599140141412,0.093000643522774,0.119254334301951,0.089237009547331,0.119495904178223
3,SV8579TE,17.399999999999900,10,0.154011197319818,0.143633651856898,0.178713686333358,0.204150059129445,0.207902050136664,0.259270581863513,0.256655519691676,0.226973352618133,0.251981531959446,0.244980338095443,0.176303483562729,0.220205565072546,0.201896790987223,0.189433325799654,0.210191559891290,0.232123025682515,0.214452716402663,0.156366222884652,0.197831105180801,0.041693473897131,0.040686510019653,0.062246081901457,0.083102121202262,0.106190770852581,0.087919525724382,0.098317606762445,0.088682726839209,0.112572460607437,0.100561486352100,0.052335601662862,0.082995191058237,0.069442494659806,0.050434875177100,0.063763696637206,0.083406980874839,0.113358023366203,0.057306198312789,0.104510680696321
3,Seri,41.200000000000000,11,0.137425623956676,0.194198873162396,0.266022736773183,0.300166567495334,0.288902683008619,0.272080774313080,0.323250196042701,0.271816638861345,0.319499998641393,0.287306034197621,0.207025508710859,0.262234010501082,0.224820166277656,0.206884362003060,0.238152412489376,0.251524842270928,0.226949745483188,0.191504386903343,0.177028553546951,0.033886729208664,0.068652022086098,0.091730641868148,0.110684569988185,0.166525240073978,0.073673355380134,0.115253278695154,0.088772076488079,0.131899865863662,0.130936634556986,0.075853707660774,0.104623073291075,0.076293581242826,0.062196555305257,0.087909061131488,0.094786981502085,0.133275799381448,0.104417543654089,0.087838961846621
3,Prunus,15.800000000000000,12,0.178347154548397,0.181802149153018,0.223856111022771,0.233178330403159,0.237953795159010,0.272024640171193,0.266862626687072,0.255693955493967,0.298657845871269,0.272223647717135,0.201997198028494,0.273019749969502,0.217120209878076,0.203137032762391,0.217691628316000,0.229967417698837,0.235088187354230,0.184205411426574,0.203526632659889,0.060667751535277,0.062290211532402,0.082183262720218,0.086856858582992,0.138364116738450,0.090854227525831,0.090258004289255,0.092980675889468,0.110747762289749,0.105926506964633,0.060675251668648,0.117291982778216,0.078678240504919,0.066400422689793,0.078871199059924,0.086076568816900,0.143596006887089,0.108270511980751,0.118120060929666
3,Rio Grande,35.000000000000000,13,0.181342236620963,0.194642250216500,0.278412298330641,0.280883659276025,0.326293591643597,0.324319378656987,0.338408964607070,0.283819156264612,0.326164908860690,0.293522279051147,0.247357611940013,0.324747264914121,0.278399583614303,0.230559596690276,0.255380320166185,0.275026042647327,0.227501482775738,0.172189333502012,0.182983557553909,0.059566698469914,0.070485521577438,0.104602894551981,0.102817437209928,0.216316904187303,0.125444184198116,0.113908553426974,0.111817485125273,0.129181458241065,0.123814433667516,0.089311686769109,0.144623796087888,0.111960515966649,0.073329004205832,0.082280049126517,0.102881331756705,0.124373052455445,0.092065353663387,0.110748676185084
3,Tam Hot-Ty,28.600000000000000,14,0.120739027201754,0.164715617534705,0.217921469028466,0.242053733938538,0.248473983597016,0.247333532360392,0.264837002566257,0.221206923809050,0.230874373456536,0.218221588055433,0.166552654736807,0.193728548765732,0.184092059042768,0.141284756742787,0.164954573096193,0.194126372282919,0.157211218100100,0.175834750516935,0.175147747544359,0.020576593825433,0.051506406064663,0.079800774757265,0.095652633346840,0.125348579321263,0.095526498099550,0.108402024656239,0.080109416793291,0.089262786776927,0.090467284266669,0.061135423149702,0.071809920755578,0.068848269441407,0.035669344374059,0.048990249684092,0.072528214797196,0.067461302708683,0.105513241746190,0.079417125714236
3,Prunus,17.000000000000000,15,0.165871964414885,0.180771559203018,0.204717462757504,0.211281811346428,0.226103569700204,0.274855041936372,0.295966728013742,0.227104515660740,0.281282208146956,0.271448863105659,0.216404169425612,0.262175285307550,0.230797443145684,0.201251216639510,0.212145208918119,0.244483365334254,0.223238310450643,0.162035691815261,0.175602733062746,0.050700378716983,0.059879846477500,0.074302139923027,0.080187622492322,0.125976081366966,0.101987389698342,0.110962133359086,0.070003188420486,0.103109134608820,0.101817972422012,0.084239065783484,0.103573171688975,0.098561805654159,0.055388565876318,0.062431857641783,0.088008707309847,0.117054520681861,0.079364047652506,0.093071759414329
