reps,variety,Yield,id,CC160323,CC160328,CC160329,CC160331,CC160414,CC160419,CC160421,CC160425,CC160504,CC160510,CC160512,CC160516,CC160523,CC160524,CC160525,CC160609,CC160616,CC160622
2,Tam Hot-Ty,62.600000000000000,143,0.000000000000000,0.286354581673307,0.469245402663285,1.066552901023890,14.220808723307500,18.375350140056000,20.942366985532400,22.401442082592000,26.221701795472200,21.602121602121600,25.767469470827600,24.999506211854800,27.547501231711700,26.429965610186800,27.611241217798500,19.536262666489600,17.267527793843500,15.611741525362700
2,Rio Grande,40.000000000000000,144,0.000000000000000,0.202546296296296,0.213485521031494,1.316647705726200,19.850825382401900,24.876434948979500,26.583129101114700,24.446798493408600,27.349726775956200,24.667524667524600,28.240740740740700,28.174382593504300,30.255124991967000,27.569476717167000,29.250585480093600,24.308597725563000,24.143692564745100,19.929240195020900
2,Shorouq,79.400000000000000,145,0.000000000000000,0.803005594203497,0.314091680814941,1.907606045831300,18.146174343357400,24.483816964285700,27.373705431259300,28.125509942420200,39.141295862607300,35.741585741585700,36.512042062415100,38.475972268857700,43.555469871259300,41.062955352138900,42.185792349726700,39.163237311385400,36.415825889510100,28.957025314641200
2,Seri,31.199999999999900,146,0.000000000000000,0.405049757381364,0.280135823429542,2.104156509019990,17.106549364613800,26.163901458019100,28.033836666930100,25.877891188313500,34.613583138173300,34.454584454584400,36.106902356902300,35.981354559639700,40.151903055128800,38.499860581838400,41.198282591725200,36.740563741758400,38.952892985151000,32.913376767197300
2,SV8579TE,19.199999999999900,147,0.003401360544218,0.419560185185185,1.377334465195240,2.422598732325690,16.977131606845300,22.104193239795900,24.915013044509400,24.995317913662300,23.200624512099900,32.075582075582000,31.666666666666600,33.337965536409100,26.326500010710500,31.705548842829200,28.969555035128800,30.901809814593500,30.653695169824200,25.425393615484600
2,Tam Hot-Ty,30.199999999999900,148,0.000000000000000,0.744047619047619,1.494057724957550,1.805521696733300,16.719302203173100,18.270487682252300,19.479800774764800,20.064340163647800,15.335675253708000,20.695370695370600,22.854477611940300,23.842066799660200,22.400017136859200,24.937418270128900,24.395003903200600,26.006006006006000,26.673769443852500,22.160955945868100
2,DRP-8551,23.800000000000000,149,0.000000000000000,0.840162665400574,1.469034030860280,2.667905899561190,17.064213236407600,19.668765943877500,22.849293563579200,25.043709350304200,28.563622170179500,36.829686829686800,35.951178451178400,32.708647661399100,31.818863397810700,36.639267700354900,35.355191256830600,33.782671560449300,32.690701111753700,25.153835042611500
2,Prunus,10.199999999999900,150,0.000000000000000,0.766921621843902,1.600236446546190,2.515541199414910,19.741026805997200,23.273237179487100,24.998023559174600,26.186908886599800,20.335675253708000,23.489723489723400,26.666383989145100,27.737067688478900,28.612128612128600,28.811227809275900,29.800936768149800,24.138236205141800,20.988368356789400,23.494097322199800
2,Rio Grande,19.600000000000000,151,0.000000000000000,1.351686507936500,1.739589938702170,2.872074597757190,20.377101317582900,22.460937500000000,25.001976440825300,25.870868058807000,32.966432474629200,43.797043797043700,37.811447811447800,41.191807067095900,49.767581346528700,51.001022399851200,50.402029664324700,43.923923923923900,38.832123042649300,36.337834351079300
2,Shorouq,22.600000000000000,152,0.003401360544218,1.697377158034520,2.805602716468590,3.991955143832270,25.007572315614100,28.726881377551000,28.218210361067500,28.925929394138000,28.610460577673600,34.050934050934000,30.194199457259100,33.603986341618300,30.615292712066900,33.280403512049300,33.165495706479300,35.384309040223000,28.914917221368800,25.449385052034000
